"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"2365",2011-06-17,"Marijuana","F","W","N",20,"Granby Police Department",2011,6,"White"
"2366",2011-09-05,"Marijuana","M","W","N",17,"Granby Police Department",2011,9,"White"
"2367",2011-09-05,"Marijuana","M","W","N",17,"Granby Police Department",2011,9,"White"
"2368",2011-09-29,"Marijuana","F","W","N",20,"Granby Police Department",2011,9,"White"
"2369",2011-10-13,"Marijuana","M","W","N",40,"Granby Police Department",2011,10,"White"
"2370",2011-10-20,"Marijuana","M","W","N",19,"Granby Police Department",2011,10,"White"
"2371",2011-11-15,"Marijuana","M","W","N",18,"Granby Police Department",2011,11,"White"
"2372",2011-11-15,"Marijuana","M","W","N",18,"Granby Police Department",2011,11,"White"
"2373",2011-11-15,"Marijuana","M","W","N",18,"Granby Police Department",2011,11,"White"
"2374",2011-11-24,"Marijuana","M","W","N",23,"Granby Police Department",2011,11,"White"
"2375",2011-11-28,"Marijuana","M","W","N",20,"Granby Police Department",2011,11,"White"
"2376",2011-12-11,"Marijuana","F","W","N",19,"Granby Police Department",2011,12,"White"
"2377",2011-12-12,"Marijuana","M","W","N",56,"Granby Police Department",2011,12,"White"
"2378",2011-12-17,"Marijuana","M","W","N",25,"Granby Police Department",2011,12,"White"
"2379",2012-02-02,"Marijuana","M","W","N",31,"Granby Police Department",2012,2,"White"
"2380",2012-02-10,"Marijuana","M","W","H",29,"Granby Police Department",2012,2,"Hispanic"
"2381",2012-02-21,"Marijuana","F","W","N",19,"Granby Police Department",2012,2,"White"
"2382",2012-02-21,"Marijuana","F","W","N",19,"Granby Police Department",2012,2,"White"
"2383",2012-02-21,"Marijuana","M","W","N",20,"Granby Police Department",2012,2,"White"
"2384",2012-02-21,"Marijuana","M","W","N",20,"Granby Police Department",2012,2,"White"
"2385",2012-03-02,"Marijuana","M","W","N",37,"Granby Police Department",2012,3,"White"
"2386",2012-03-04,"Marijuana","M","W","N",20,"Granby Police Department",2012,3,"White"
"2387",2012-03-07,"Marijuana","M","W","N",20,"Granby Police Department",2012,3,"White"
"2388",2012-03-15,"Marijuana","M","W","N",48,"Granby Police Department",2012,3,"White"
"2389",2012-03-17,"Marijuana","M","B","N",30,"Granby Police Department",2012,3,"Black"
"2390",2012-03-17,"Marijuana","M","W","N",18,"Granby Police Department",2012,3,"White"
"2391",2012-03-22,"Marijuana","M","W","N",23,"Granby Police Department",2012,3,"White"
"2392",2012-03-22,"Marijuana","M","W","N",18,"Granby Police Department",2012,3,"White"
"2393",2012-03-22,"Marijuana","M","W","N",15,"Granby Police Department",2012,3,"White"
"2394",2012-03-22,"Marijuana","M","W","N",14,"Granby Police Department",2012,3,"White"
"2395",2012-03-26,"Marijuana","M","W","N",27,"Granby Police Department",2012,3,"White"
"2396",2012-03-27,"Marijuana","F","W","N",35,"Granby Police Department",2012,3,"White"
"2397",2012-03-28,"Marijuana","M","W","N",19,"Granby Police Department",2012,3,"White"
"2398",2012-04-22,"Marijuana","M","W","N",66,"Granby Police Department",2012,4,"White"
"2399",2012-05-19,"Marijuana","M","W","N",20,"Granby Police Department",2012,5,"White"
"2400",2012-06-11,"Marijuana","M","W","N",23,"Granby Police Department",2012,6,"White"
"2401",2012-06-23,"Marijuana","M","W","N",19,"Granby Police Department",2012,6,"White"
"2402",2012-06-24,"Marijuana","M","W","N",19,"Granby Police Department",2012,6,"White"
"2403",2012-06-29,"Marijuana","M","W","N",42,"Granby Police Department",2012,6,"White"
"2404",2012-07-12,"Marijuana","M","W","H",21,"Granby Police Department",2012,7,"Hispanic"
"2405",2012-07-12,"Marijuana","F","W","N",45,"Granby Police Department",2012,7,"White"
"2406",2012-07-17,"Marijuana","M","W","N",18,"Granby Police Department",2012,7,"White"
"2407",2012-08-09,"Marijuana","M","W","N",35,"Granby Police Department",2012,8,"White"
"2408",2012-08-09,"Marijuana","F","W","N",27,"Granby Police Department",2012,8,"White"
"2409",2012-08-15,"Marijuana","M","W","N",21,"Granby Police Department",2012,8,"White"
"2410",2012-08-16,"Marijuana","M","W","N",25,"Granby Police Department",2012,8,"White"
"2411",2012-08-18,"Marijuana","M","W","N",17,"Granby Police Department",2012,8,"White"
"2412",2012-08-18,"Marijuana","F","W","N",17,"Granby Police Department",2012,8,"White"
"2413",2012-08-30,"Marijuana","M","W","N",20,"Granby Police Department",2012,8,"White"
"2414",2012-09-09,"Marijuana","M","W","N",20,"Granby Police Department",2012,9,"White"
"2415",2012-09-13,"Marijuana","M","B","U",17,"Granby Police Department",2012,9,"Black"
"2416",2012-09-21,"Marijuana","F","W","N",22,"Granby Police Department",2012,9,"White"
"2417",2012-09-26,"Marijuana","M","W","N",48,"Granby Police Department",2012,9,"White"
"2418",2012-10-14,"Marijuana","M","W","N",17,"Granby Police Department",2012,10,"White"
"2419",2012-11-02,"Marijuana","M","W","N",26,"Granby Police Department",2012,11,"White"
"2420",2012-11-03,"Marijuana","M","W","N",22,"Granby Police Department",2012,11,"White"
"2421",2012-11-05,"Marijuana","F","W","N",28,"Granby Police Department",2012,11,"White"
"2422",2012-11-09,"Marijuana","M","W","N",25,"Granby Police Department",2012,11,"White"
"2423",2012-11-22,"Marijuana","M","W","N",27,"Granby Police Department",2012,11,"White"
"2424",2012-11-22,"Marijuana","M","W","N",21,"Granby Police Department",2012,11,"White"
"2425",2012-12-14,"Marijuana","M","W","N",30,"Granby Police Department",2012,12,"White"
"2426",2012-12-22,"Marijuana","M","W","N",19,"Granby Police Department",2012,12,"White"
"2427",2013-01-13,"Marijuana","F","W","N",22,"Granby Police Department",2013,1,"White"
"2428",2013-01-17,"Marijuana","M","W","H",34,"Granby Police Department",2013,1,"Hispanic"
"2429",2013-01-26,"Marijuana","F","W","N",24,"Granby Police Department",2013,1,"White"
"2430",2013-02-27,"Marijuana","M","W","N",35,"Granby Police Department",2013,2,"White"
"2431",2013-03-03,"Marijuana","F","W","N",22,"Granby Police Department",2013,3,"White"
"2432",2013-03-17,"Marijuana","F","W","N",17,"Granby Police Department",2013,3,"White"
"2433",2013-03-17,"Marijuana","M","W","N",19,"Granby Police Department",2013,3,"White"
"2434",2013-03-17,"Marijuana","M","W","N",18,"Granby Police Department",2013,3,"White"
"2435",2013-03-17,"Marijuana","F","W","N",18,"Granby Police Department",2013,3,"White"
"2436",2013-04-07,"Marijuana","M","W","H",20,"Granby Police Department",2013,4,"Hispanic"
"2437",2013-04-13,"Marijuana","M","B","N",20,"Granby Police Department",2013,4,"Black"
"2438",2013-04-29,"Marijuana","M","W","N",19,"Granby Police Department",2013,4,"White"
"2439",2013-05-02,"Marijuana","M","W","N",18,"Granby Police Department",2013,5,"White"
"2440",2013-05-13,"Marijuana","M","W","N",25,"Granby Police Department",2013,5,"White"
"2441",2013-05-18,"Marijuana","F","W","N",26,"Granby Police Department",2013,5,"White"
"2442",2013-06-06,"Marijuana","M","W","N",30,"Granby Police Department",2013,6,"White"
"2443",2013-06-07,"Marijuana","M","W","N",29,"Granby Police Department",2013,6,"White"
"2444",2013-06-10,"Marijuana","M","W","N",26,"Granby Police Department",2013,6,"White"
"2445",2013-06-10,"Marijuana","M","W","N",17,"Granby Police Department",2013,6,"White"
"2446",2013-06-18,"Marijuana","M","W","N",32,"Granby Police Department",2013,6,"White"
"2447",2013-08-03,"Marijuana","M","A","N",18,"Granby Police Department",2013,8,"Asian"
"2448",2013-08-04,"Marijuana","M","W","N",31,"Granby Police Department",2013,8,"White"
"2449",2013-08-15,"Marijuana","M","W","N",27,"Granby Police Department",2013,8,"White"
"2450",2013-08-31,"Marijuana","M","B","H",21,"Granby Police Department",2013,8,"Hispanic"
"2451",2013-09-07,"Marijuana","M","W","N",40,"Granby Police Department",2013,9,"White"
"2452",2013-09-13,"Marijuana","M","W","N",17,"Granby Police Department",2013,9,"White"
"2453",2013-09-25,"Marijuana","F","B","H",19,"Granby Police Department",2013,9,"Hispanic"
"2454",2013-09-25,"Marijuana","M","B","N",20,"Granby Police Department",2013,9,"Black"
"2455",2013-09-27,"Marijuana","M","W","N",18,"Granby Police Department",2013,9,"White"
"2456",2013-10-05,"Marijuana","M","W","N",21,"Granby Police Department",2013,10,"White"
"2457",2013-10-12,"Marijuana","M","W","N",15,"Granby Police Department",2013,10,"White"
"2458",2013-10-12,"Marijuana","M","W","N",20,"Granby Police Department",2013,10,"White"
"2459",2013-10-12,"Marijuana","F","W","N",17,"Granby Police Department",2013,10,"White"
"2460",2013-10-19,"Marijuana","M","W","N",24,"Granby Police Department",2013,10,"White"
"2461",2013-11-20,"Marijuana","M","W","N",31,"Granby Police Department",2013,11,"White"
"2462",2013-11-23,"Marijuana","M","W","N",56,"Granby Police Department",2013,11,"White"
"2463",2013-11-29,"Marijuana","M","W","N",20,"Granby Police Department",2013,11,"White"
"2464",2013-12-03,"Marijuana","M","W","N",22,"Granby Police Department",2013,12,"White"
"2465",2013-12-06,"Marijuana","M","W","N",40,"Granby Police Department",2013,12,"White"
"2466",2013-12-12,"Marijuana","F","W","N",19,"Granby Police Department",2013,12,"White"
"2467",2013-12-31,"Marijuana","F","W","N",18,"Granby Police Department",2013,12,"White"
"2468",2011-01-04,"Marijuana","M","W","N",36,"Greenwich Police Department",2011,1,"White"
"2469",2011-01-04,"Marijuana","M","W","N",34,"Greenwich Police Department",2011,1,"White"
"2470",2011-01-06,"Marijuana","F","W","N",32,"Greenwich Police Department",2011,1,"White"
"2471",2011-01-13,"Marijuana","M","W","N",15,"Greenwich Police Department",2011,1,"White"
"2472",2011-01-19,"Marijuana","M","W","N",19,"Greenwich Police Department",2011,1,"White"
"2473",2011-01-20,"Marijuana","M","W","H",18,"Greenwich Police Department",2011,1,"Hispanic"
"2474",2011-01-20,"Marijuana","M","W","H",26,"Greenwich Police Department",2011,1,"Hispanic"
"2475",2011-01-20,"Marijuana","M","W","H",26,"Greenwich Police Department",2011,1,"Hispanic"
"2476",2011-01-21,"Marijuana","M","B","N",44,"Greenwich Police Department",2011,1,"Black"
"2477",2011-01-23,"Marijuana","M","W","N",22,"Greenwich Police Department",2011,1,"White"
"2478",2011-02-04,"Marijuana","M","W","N",20,"Greenwich Police Department",2011,2,"White"
"2479",2011-02-04,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,2,"White"
"2480",2011-02-04,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,2,"White"
"2481",2011-02-04,"Marijuana","F","W","N",18,"Greenwich Police Department",2011,2,"White"
"2482",2011-02-06,"Marijuana","M","W","N",28,"Greenwich Police Department",2011,2,"White"
"2483",2011-02-07,"Marijuana","M","W","H",26,"Greenwich Police Department",2011,2,"Hispanic"
"2484",2011-02-11,"Marijuana","M","W","N",29,"Greenwich Police Department",2011,2,"White"
"2485",2011-02-13,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,2,"White"
"2486",2011-02-13,"Marijuana","M","W","N",19,"Greenwich Police Department",2011,2,"White"
"2487",2011-02-22,"Marijuana","M","B","N",31,"Greenwich Police Department",2011,2,"Black"
"2488",2011-02-26,"Marijuana","M","W","H",28,"Greenwich Police Department",2011,2,"Hispanic"
"2489",2011-02-26,"Marijuana","M","B","N",23,"Greenwich Police Department",2011,2,"Black"
"2490",2011-02-26,"Marijuana","M","W","N",29,"Greenwich Police Department",2011,2,"White"
"2491",2011-02-28,"Marijuana","M","W","N",73,"Greenwich Police Department",2011,2,"White"
"2492",2011-03-01,"Marijuana","M","B","N",27,"Greenwich Police Department",2011,3,"Black"
"2493",2011-03-02,"Marijuana","M","W","H",14,"Greenwich Police Department",2011,3,"Hispanic"
"2494",2011-03-11,"Marijuana","M","W","N",26,"Greenwich Police Department",2011,3,"White"
"2495",2011-03-21,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,3,"White"
"2496",2011-03-24,"Marijuana","M","W","N",16,"Greenwich Police Department",2011,3,"White"
"2497",2011-03-24,"Marijuana","M","W","N",15,"Greenwich Police Department",2011,3,"White"
"2498",2011-03-25,"Marijuana","F","W","N",24,"Greenwich Police Department",2011,3,"White"
"2499",2011-03-25,"Marijuana","M","W","N",22,"Greenwich Police Department",2011,3,"White"
"2500",2011-04-08,"Marijuana","M","W","N",54,"Greenwich Police Department",2011,4,"White"
"2501",2011-04-08,"Marijuana","M","W","N",15,"Greenwich Police Department",2011,4,"White"
"2502",2011-04-10,"Marijuana","M","W","H",23,"Greenwich Police Department",2011,4,"Hispanic"
"2503",2011-04-10,"Marijuana","F","W","N",22,"Greenwich Police Department",2011,4,"White"
"2504",2011-04-12,"Marijuana","M","W","H",25,"Greenwich Police Department",2011,4,"Hispanic"
"2505",2011-04-15,"Marijuana","M","W","N",17,"Greenwich Police Department",2011,4,"White"
"2506",2011-04-20,"Marijuana","M","W","N",15,"Greenwich Police Department",2011,4,"White"
"2507",2011-04-26,"Marijuana","M","B","N",29,"Greenwich Police Department",2011,4,"Black"
"2508",2011-04-26,"Marijuana","F","W","N",20,"Greenwich Police Department",2011,4,"White"
"2509",2011-04-26,"Marijuana","M","W","N",20,"Greenwich Police Department",2011,4,"White"
"2510",2011-05-17,"Marijuana","M","W","N",29,"Greenwich Police Department",2011,5,"White"
"2511",2011-05-25,"Marijuana","M","W","N",16,"Greenwich Police Department",2011,5,"White"
"2512",2011-05-25,"Marijuana","M","W","N",39,"Greenwich Police Department",2011,5,"White"
"2513",2011-05-25,"Marijuana","M","U","N",17,"Greenwich Police Department",2011,5,"Unknown"
"2514",2011-05-31,"Marijuana","M","W","N",17,"Greenwich Police Department",2011,5,"White"
"2515",2011-05-31,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,5,"White"
"2516",2011-05-31,"Marijuana","M","B","N",18,"Greenwich Police Department",2011,5,"Black"
"2517",2011-06-20,"Marijuana","M","W","H",24,"Greenwich Police Department",2011,6,"Hispanic"
"2518",2011-06-20,"Marijuana","M","W","N",22,"Greenwich Police Department",2011,6,"White"
"2519",2011-07-03,"Marijuana","M","W","N",18,"Greenwich Police Department",2011,7,"White"
"2520",2011-07-23,"Marijuana","M","W","H",24,"Greenwich Police Department",2011,7,"Hispanic"
"2521",2011-08-17,"Marijuana","M","W","N",22,"Greenwich Police Department",2011,8,"White"
"2522",2011-09-05,"Marijuana","F","W","H",19,"Greenwich Police Department",2011,9,"Hispanic"
"2523",2011-09-05,"Marijuana","F","W","N",19,"Greenwich Police Department",2011,9,"White"
"2524",2011-09-13,"Marijuana","M","W","N",28,"Greenwich Police Department",2011,9,"White"
"2525",2011-10-05,"Marijuana","M","U","H",22,"Greenwich Police Department",2011,10,"Hispanic"
"2526",2011-10-10,"Marijuana","M","B","N",28,"Greenwich Police Department",2011,10,"Black"
"2527",2011-10-15,"Marijuana","M","W","N",20,"Greenwich Police Department",2011,10,"White"
"2528",2011-10-24,"Marijuana","M","W","H",17,"Greenwich Police Department",2011,10,"Hispanic"
"2529",2011-10-26,"Marijuana","M","W","N",15,"Greenwich Police Department",2011,10,"White"
"2530",2011-10-30,"Marijuana","M","W","N",16,"Greenwich Police Department",2011,10,"White"
"2531",2011-10-30,"Marijuana","M","W","N",16,"Greenwich Police Department",2011,10,"White"
"2532",2011-10-30,"Marijuana","M","W","N",17,"Greenwich Police Department",2011,10,"White"
"2533",2011-11-01,"Marijuana","M","B","N",22,"Greenwich Police Department",2011,11,"Black"
"2534",2011-11-01,"Marijuana","M","W","H",36,"Greenwich Police Department",2011,11,"Hispanic"
"2535",2011-11-21,"Marijuana","M","W","H",18,"Greenwich Police Department",2011,11,"Hispanic"
"2536",2011-12-26,"Marijuana","F","W","N",16,"Greenwich Police Department",2011,12,"White"
"2537",2011-12-30,"Marijuana","M","W","N",24,"Greenwich Police Department",2011,12,"White"
"2538",2012-01-01,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,1,"White"
"2539",2012-01-03,"Marijuana","M","W","N",16,"Greenwich Police Department",2012,1,"White"
"2540",2012-01-10,"Marijuana","M","W","H",22,"Greenwich Police Department",2012,1,"Hispanic"
"2541",2012-01-31,"Marijuana","M","W","N",16,"Greenwich Police Department",2012,1,"White"
"2542",2012-02-05,"Marijuana","M","W","H",18,"Greenwich Police Department",2012,2,"Hispanic"
"2543",2012-02-05,"Marijuana","M","B","N",22,"Greenwich Police Department",2012,2,"Black"
"2544",2012-02-05,"Marijuana","M","W","H",17,"Greenwich Police Department",2012,2,"Hispanic"
"2545",2012-02-06,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,2,"White"
"2546",2012-03-03,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,3,"White"
"2547",2012-03-16,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,3,"White"
"2548",2012-03-19,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,3,"White"
"2549",2012-03-28,"Marijuana","M","W","N",18,"Greenwich Police Department",2012,3,"White"
"2550",2012-05-03,"Marijuana","M","W","N",17,"Greenwich Police Department",2012,5,"White"
"2551",2012-05-09,"Marijuana","M","W","U",43,"Greenwich Police Department",2012,5,"White"
"2552",2012-05-16,"Marijuana","M","W","N",21,"Greenwich Police Department",2012,5,"White"
"2553",2012-05-24,"Marijuana","M","W","H",16,"Greenwich Police Department",2012,5,"Hispanic"
"2554",2012-05-24,"Marijuana","M","W","H",16,"Greenwich Police Department",2012,5,"Hispanic"
"2555",2012-05-24,"Marijuana","M","W","H",21,"Greenwich Police Department",2012,5,"Hispanic"
"2556",2012-05-24,"Marijuana","M","W","H",19,"Greenwich Police Department",2012,5,"Hispanic"
"2557",2012-05-31,"Marijuana","M","W","H",27,"Greenwich Police Department",2012,5,"Hispanic"
"2558",2012-06-02,"Marijuana","M","W","H",51,"Greenwich Police Department",2012,6,"Hispanic"
"2559",2012-06-13,"Marijuana","F","W","N",23,"Greenwich Police Department",2012,6,"White"
"2560",2012-06-15,"Marijuana","F","W","N",18,"Greenwich Police Department",2012,6,"White"
"2561",2012-07-10,"Marijuana","M","W","N",17,"Greenwich Police Department",2012,7,"White"
"2562",2012-07-10,"Marijuana","M","W","N",17,"Greenwich Police Department",2012,7,"White"
"2563",2012-07-10,"Marijuana","M","W","N",17,"Greenwich Police Department",2012,7,"White"
"2564",2012-07-16,"Marijuana","M","W","N",17,"Greenwich Police Department",2012,7,"White"
